cruise,permit,year,observer,vessel_name,gear_desc,haul_date,haul,size_est,visual_cue,total_haul_pss,census,sex_obs,photo_taken,wt,pcl,specimen_yn,specimen_num,notes,notes2,nmfs_area,latdd_start,londd_start,sampID,ncf_lat,ncf_lon
24471,3002,2020,Duncan Coles,Northwest Explorer,NA,2020-09-25T00:00:00Z,122,S,NA,1,NA,1,NA,22.2,119,NA,NA,NA,NA,517,54.74278,-165.41528,62_2020_24471_3002_122_183,54.8159249181,-165.41390888
24746,3010,2021,Lauren Kabat,Pacific Explorer,NA,2021-04-25T00:00:00Z,48,S,NA,1,NA,2,N,NA,120,Y,"4801, 4802",Used NMFS length-weight table to determine weight,NA,521,56.80444,-170.18889,62_2021_24746_3010_48_184,56.8278706379,-170.12519407
24807,3367,2021,Malik Breland,Legacy,NA,2021-05-08T00:00:00Z,209,L,2,1,NA,2,N,NA,311,N,NA,The eyes were both missing (sandfleas),NA,541,53.01,-170.44,62_2021_24807_3367_209_185,52.9897197585,-170.408919307
24808,586,2021,Nicholas Armand,Golden Pisces,NA,2021-06-24T00:00:00Z,45,S,NA,NA,NA,2,N,NA,65,Y,NA,"Right eye, using, collected from bycatch dump. Hauls 44+45",NA,517,54.56833,-165.535,62_2021_24808_586_45_186,54.5235072258,-165.598110996
24808,586,2021,Nicholas Armand,Golden Pisces,NA,2021-06-24T00:00:00Z,45,S,NA,NA,NA,2,N,NA,70,Y,NA,"Collected from bytcatch dump, hauls 44+45",NA,517,54.56833,-165.535,62_2021_24808_586_45_187,54.5235072258,-165.598110996
24835,5822,2021,Jason Ratchford,Enterprise,NA,2021-05-07T00:00:00Z,231,S,NA,1,NA,1,Y,4.88,65,Y,69420,*small shark*,NA,517,54.78333,-167.05,62_2021_24835_5822_231_188,54.8215032726,-167.059854297
24835,5822,2021,Jason Ratchford,Enterprise,NA,2021-05-07T00:00:00Z,233,S,NA,1,NA,1,Y,7.11,80,Y,42069,*small shark*,NA,517,54.8,-167.15,62_2021_24835_5822_233_189,54.8215032726,-167.059854297
24836,4635,2021,Samantha Burgess,Defender,NA,2021-05-28T00:00:00Z,258,M,NA,1,NA,2,N,NA,165,N,NA,"Weight from NMFS weight-length table, still alive, no eyeballs taken",NA,524,58.22333,-170.96667,62_2021_24836_4635_258_190,58.2644856576,-171.1111294
24836,4635,2021,Samantha Burgess,Defender,NA,2021-05-28T00:00:00Z,261,S,NA,2,NA,1,Y,NA,121,N,NA,"Weight from NMFS weight-length table, still alive, no eyeballs taken",NA,521,57.935,-171.10333,62_2021_24836_4635_261_191,57.9181510019,-170.938651095
24836,4635,2021,Samantha Burgess,Defender,NA,2021-05-28T00:00:00Z,261,S,NA,2,NA,2,N,NA,101,N,NA,"Weight from NMFS weight-length table, still alive, no eyeballs taken",NA,521,57.935,-171.10333,62_2021_24836_4635_261_192,57.9181510019,-170.938651095
24920,3414,2021,Deliska Pollara,Starbound,NA,2021-06-30T00:00:00Z,268,S,NA,1,NA,2,N,6.66,68,Y,268-14,Only one in the haul samples,NA,521,58.33333,-173.77333,62_2021_24920_3414_268_193,58.3108630929,-173.90970567
24920,3414,2021,Deliska Pollara,Starbound,NA,2021-07-05T00:00:00Z,288,S,NA,1,NA,1,Y,11.3,78,Y,288-12,Only one in the haul,NA,521,58.7,-174.795,62_2021_24920_3414_288_194,58.7292472072,-174.789977369
24920,3414,2021,Deliska Pollara,Starbound,NA,2021-07-11T00:00:00Z,312,S,NA,1,NA,2,N,5.52,66,Y,312-1,Only one in haul,NA,521,58.88667,-174.22167,62_2021_24920_3414_312_195,58.8234197847,-174.217495984
24920,3414,2021,Deliska Pollara,Starbound,NA,2021-07-24T00:00:00Z,344,S,NA,NA,NA,1,Y,19.5,94,N,NA,Still alive,NA,521,58.075,-172.83667,62_2021_24920_3414_344_196,58.0159073322,-172.816642348
24994,1650,2021,Nicole Santayo,Westward I,NA,2021-06-11T00:00:00Z,61,S,1,1,NA,NA,N,NA,NA,N,NA,NA,NA,509,55.21667,-164.56667,62_2021_24994_1650_61_197,55.27233555,-164.44719556
24994,1650,2021,Nicole Santayo,Westward I,NA,2021-06-21T00:00:00Z,69,S,NA,1,NA,NA,N,17,NA,N,NA,"Total length 120 cm, regurgitated octopus beaks in mouth",NA,509,55.23333,-164.91667,62_2021_24994_1650_69_198,55.2223703496,-164.984967798
24994,1650,2021,Nicole Santayo,Westward I,NA,2021-06-21T00:00:00Z,71,S,NA,1,NA,2,N,19.2,102,Y,7101,NA,NA,509,55.26667,-165,62_2021_24994_1650_71_199,55.2223703496,-164.984967798
24994,1650,2021,Nicole Santayo,Westward I,NA,2021-08-09T00:00:00Z,111,L,1,1,NA,2,N,NA,NA,N,NA,Total length 364cm,NA,519,54.06667,-166.58333,62_2021_24994_1650_111_200,54.058756834,-166.530292977
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-06-27T00:00:00Z,201,S,NA,NA,NA,2,N,23.1,118,Y,1002795,NA,NA,521,57.495,-172.335,62_2021_25007_4063_201_201,57.4560246805,-172.212010144
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-06-28T00:00:00Z,206,M,NA,NA,NA,2,N,NA,152,N,NA,*too large for FS or MCP. Used L/W table (has 69.5 listed as weight),NA,521,57.92167,-172.49833,62_2021_25007_4063_206_202,57.9728741947,-172.487402234
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-07-25T00:00:00Z,277,M,NA,NA,NA,2,N,NA,137,Y,1002514,*presort on deck. L/W table used (has weight as 48.70),NA,521,58.28167,-171.56667,62_2021_25007_4063_277_203,58.3110908942,-171.441380911
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-15T00:00:00Z,340,S,NA,NA,NA,1,Y,14.68,101,N,NA,*still alive,NA,521,57.49167,-172.59,62_2021_25007_4063_340_204,57.4998046118,-172.536131667
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-19T00:00:00Z,354,S,NA,NA,NA,1,Y,15.68,110,Y,1002513,*weighed on mcp,NA,521,58.07167,-172.68,62_2021_25007_4063_354_205,58.1449704154,-172.581011018
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21T00:00:00Z,362,S,NA,NA,NA,1,Y,7,81,Y,1002511,*weighed on mcp,NA,521,58.18167,-173.54833,62_2021_25007_4063_362_206,58.270699806,-173.576351757
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21T00:00:00Z,363,S,NA,NA,NA,2,N,17.34,NA,N,NA,*accidentally measured total instead of precaudal here. TL=124cm,NA,521,57.53333,-172.155,62_2021_25007_4063_363_207,57.4560246805,-172.212010144
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21T00:00:00Z,363,S,NA,NA,NA,1,Y,NA,122,Y,1002512,L/W table used for weight (weight recorded as 29.29),NA,521,57.53333,-172.155,62_2021_25007_4063_363_208,57.4560246805,-172.212010144
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-23T00:00:00Z,372,S,NA,NA,NA,1,Y,35.06,126,N,NA,*shark alive (barely). weighed on mcp,NA,521,57.21833,-171.73833,62_2021_25007_4063_372_209,57.2386851891,-171.800333767
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-29T00:00:00Z,383,S,NA,NA,NA,1,Y,22.26,114,Y,1002510,NA,NA,521,58.63667,-171.43667,62_2021_25007_4063_383_210,58.6104858258,-171.287086477
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-29T00:00:00Z,384,M,NA,NA,NA,2,N,64,146,Y,1002798,*weight from FS,NA,521,58.68667,-171.21,62_2021_25007_4063_384_211,58.6104858258,-171.287086477
25035,3870,2021,Charles Riley,Island Enterprise,NA,2021-07-09T00:00:00Z,193,S,NA,1,NA,2,N,16.24,111,Y,19301,*only PSS in haul. eyes intact.,NA,521,57.24167,-173.47167,62_2021_25035_3870_193_212,57.2829944193,-173.320633491
25035,3870,2021,Charles Riley,Island Enterprise,NA,2021-08-01T00:00:00Z,242,L,NA,1,NA,2,N,NA,290,Y,24204,"*large, eyes collected",NA,521,56.58167,-171.89167,62_2021_25035_3870_242_213,56.5927205201,-171.770386867
25035,3870,2021,Charles Riley,Island Enterprise,NA,2021-08-16T00:00:00Z,283,S,NA,1,NA,2,N,21.38,109,Y,28301,*eyes collected,NA,521,57.59333,-172.83167,62_2021_25035_3870_283_214,57.5427335928,-172.861044401
25036,3835,2021,DeCorey Bolton Jr,Seafisher,NA,2021-07-18T00:00:00Z,539,M,NA,1,NA,1,Y,NA,201,N,53904,Only shark in haul,NA,620,55.63167,-155.84,62_2021_25036_3835_539_215,55.6337453288,-155.972579583
25036,3835,2021,DeCorey Bolton Jr,Seafisher,NA,2021-07-19T00:00:00Z,542,L,NA,1,NA,2,N,NA,309,N,54204,Only shark in haul,NA,620,56.31667,-155.875,62_2021_25036_3835_542_216,56.3510649991,-156.011069199
25036,3835,2021,DeCorey Bolton Jr,Seafisher,NA,2021-07-19T00:00:00Z,544,L,NA,1,NA,1,Y,NA,346,N,54407,Only shark in haul,NA,620,55.80167,-156.02333,62_2021_25036_3835_544_217,55.8131387994,-155.982063243
25044,3681,2021,John Bobroskie,American Dynasty,NA,2021-07-13T00:00:00Z,290,S,NA,NA,NA,NA,Y,25.19,120,N,29001,Small not sure about set but eyes,NA,521,58.92667,-174.99667,62_2021_25044_3681_290_218,58.8994347955,-174.897202373
25052,3261,2021,Tory Roricheaux (?),Northern Eagle,NA,2021-07-14T00:00:00Z,231,S,NA,1,NA,2,NA,7.42,106,NA,NA,only one in haul,NA,517,55.36667,-165.02333,62_2021_25052_3261_231_219,55.3994814355,-165.036971699
25052,3261,2021,Tory Roricheaux (?),Northern Eagle,NA,2021-07-22T00:00:00Z,258,M,NA,1,NA,2,NA,NA,178,NA,NA,only one in haul,NA,521,58.82333,-173.17667,62_2021_25052_3261_258_220,58.874174162,-173.302967705
25052,3261,2021,Tory Roricheaux (?),Northern Eagle,NA,2021-07-24T00:00:00Z,261,M,NA,1,NA,2,NA,NA,161,NA,NA,only one in haul,NA,521,58.11833,-171.655,62_2021_25052_3261_261_221,58.1841869025,-171.682326502
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-17T00:00:00Z,409,S,NA,NA,NA,2,N,10.41,99,Y,1,Only shark in haul,NA,521,57.685,-172.46667,62_2021_25075_3414_409_222,57.6719346784,-172.628725939
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-23T00:00:00Z,434,S,NA,NA,NA,1,Y,8.46,90,Y,2,Only shark in haul,NA,521,57.25667,-171.85333,62_2021_25075_3414_434_223,57.2386851891,-171.800333767
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-28T00:00:00Z,449,S,NA,NA,NA,1,Y,5.33,80,Y,3,Only shark in haul,NA,521,58.35167,-171.82167,62_2021_25075_3414_449_224,58.3568413748,-171.77250546
25088,2943,2021,Victoria Wright,Arctic Storm,NA,2021-08-12T00:00:00Z,324,S,NA,1,NA,2,N,6.15,62,Y,32400,Collected both eyes,NA,521,58.68333,-174.18333,62_2021_25088_2943_324_225,58.6526692392,-174.11387961
25088,2943,2021,Victoria Wright,Arctic Storm,NA,2021-08-18T00:00:00Z,342,M,NA,1,NA,2,N,NA,136,Y,34201,Collected both eyes,NA,521,57.75,-172.8,62_2021_25088_2943_342_226,57.7146122849,-172.955331959
25114,2833,2021,Malik Breland,Alaska Mist,NA,2021-09-07T00:00:00Z,271,L,12,1,NA,NA,NA,NA,NA,NA,NA,It came about 1 foot out of the water,NA,521,59.35667,-173.74,62_2021_25114_2833_271_227,59.3880023108,-173.606661797
25114,2134,2021,Malik Breland,Ocean Peace,NA,2021-10-18T00:00:00Z,2073,L,2,1,NA,2,N,1213,NA,Y,207301,The length used was the total length (TL=465cm). Eyes are in separate bags.,NA,541,51.96083,-172.06583,62_2021_25114_2134_2073_228,51.9711439266,-172.071308739
25333,4635,2022,Alejandra Palacios (?),Defender,NA,2022-02-25T00:00:00Z,50,M,NA,1,NA,2,N,NA,NA,N,NA,Total length collected only (184cm),NA,521,57.73167,-171.48833,62_2022_25333_4635_50_229,57.665703056,-171.417073533
25333,4635,2022,Alejandra Palacios (?),Defender,NA,2022-03-19T00:00:00Z,80,M,NA,1,NA,2,N,NA,136,Y,8001,Eyes collected and pics on NMFS cam,NA,521,56.815,-170.97,62_2022_25333_4635_80_230,56.7998040885,-170.99186003
25343,3672,2022,Rory Morgan,Frontier Mariner,NA,2022-03-04T00:00:00Z,101,M,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,57.815,-173.38333,62_2022_25343_3672_101_231,57.7564314711,-173.282719769
25343,3672,2022,Rory Morgan,Frontier Mariner,NA,2022-03-24T00:00:00Z,140,L,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,57.41667,-172.65,62_2022_25343_3672_140_232,57.3707566551,-172.767665221
25343,3672,2022,Rory Morgan,Frontier Mariner,NA,2022-03-24T00:00:00Z,140,M,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,57.41667,-172.65,62_2022_25343_3672_140_233,57.3707566551,-172.767665221
25399,993,2022,Bailey Fedors,Hickory Wind,NA,2022-03-01T00:00:00Z,22,L,NA,1,NA,2,Y,NA,297,Y,222,L+R eyeballs. Only shark in haul.,NA,620,57.16667,-155.78333,62_2022_25399_993_22_234,57.1617689993,-155.769412836
25400,4989,2022,Cristian Martinez,Miss Sarah,NA,2022-03-04T00:00:00Z,15,L,2,1,NA,2,N,201,264,Y,2001,Right + Left eyes,NA,620,57.72056,-155.11056,62_2022_25400_4989_15_235,57.7035277541,-155.205073631
25404,33320,2022,Sarah Atkins,Nothern Leader,NA,2022-02-19T00:00:00Z,15,S,2,1,NA,NA,NA,NA,NA,NA,NA,I have premeasured points for halibut and the whole shark came out of the water. total length est: 86cm,NA,517,55.47833,-167.81,62_2022_25404_33320_15_236,55.4627154055,-167.844524472
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-06-23T00:00:00Z,190,S,in hand,1,NA,2,NA,4.26,85,N,NA,TL 91cm,NA,517,55.95167,-168.08167,62_2019_23581_3245_190_237,55.9893094993,-168.04373405
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-06-25T00:00:00Z,198,S,in hand,1,NA,2,NA,9.6,86,N,NA,TL 108cm,NA,517,55.66833,-168.73667,62_2019_23581_3245_198_238,55.6261405112,-168.750838864
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-07-02T00:00:00Z,213,S,in hand,1,NA,2,NA,3.74,70,N,NA,TL 87cm,NA,517,55.43833,-168.06167,62_2019_23581_3245_213_239,55.5179721124,-168.145752483
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-07-24T00:00:00Z,266,S,in hand,1,NA,2,NA,13.5,113,N,NA,TL 137cm,NA,517,55.21333,-167.64667,62_2019_23581_3245_266_240,55.2308121099,-167.480501902
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-08-04T00:00:00Z,295,S,in hand,2,NA,2,NA,5.88,83,N,NA,NA,Tagged for Cindy's special project,517,55.25167,-167.815,62_2019_23581_3245_295_241,55.2870256929,-167.779353275
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-08-05T00:00:00Z,299,S,in hand,1,NA,2,NA,3.9,70,N,NA,TL 83cm,Tagged for Cindy's special project,517,55.465,-168.22167,62_2019_23581_3245_299_242,55.5179721124,-168.145752483
23581,3245,2019,Samantha Rogers,Seattle Enterprise,NA,2019-08-19T00:00:00Z,329,S,in hand,1,NA,2,NA,28.98,115,N,NA,TL 148cm,NA,517,55.11833,-167.61167,62_2019_23581_3245_329_243,55.1112556867,-167.714784065
24807,3367,2021,Daniel Han,Legacy,NA,2021-05-01T00:00:00Z,196,L,1,1,NA,2,N,NA,NA,Y,19601,Whole length up to notch taken 370 cm. Couldn't access whole shark as it was stuck b/w live tank chute doors + deck ramp. Deckhand helped cut out left eye,NA,541,53.025,-170.435,62_2021_24807_3367_196_244,52.9897197585,-170.408919307
25021,3367,2021,Thomas Wesselhott,Legacy,NA,2021-07-10T00:00:00Z,313,L,NA,1,NA,2,N,NA,400,N,NA,Took 2 photos,NA,541,52.85167,-170.68667,62_2021_25021_3367_313_245,52.8639202947,-170.621277951
25021,3367,2021,Thomas Wesselhott,Legacy,NA,2021-07-12T00:00:00Z,316,L,NA,1,NA,NA,N,NA,363,N,NA,NA,NA,541,52.86,-170.69833,62_2021_25021_3367_316_246,52.8639202947,-170.621277951
25075,3414,2021,Deliska Pollara,Starbound,NA,2021-08-24T00:00:00Z,436,S,NA,1,NA,1,Y,21.02,56,Y,436-1,Only one in haul,NA,521,57.41,-171.98833,62_2021_25075_3414_436_247,57.4113968023,-171.888692329
25075,3414,2021,Deliska Pollara,Starbound,NA,2021-08-27T00:00:00Z,448,S,NA,1,NA,1,Y,24.86,102,Y,448-1,In sample 2,NA,521,58.34167,-171.78833,62_2021_25075_3414_448_248,58.3568413748,-171.77250546
