Year,Sex,PCL,PCL_type,FL,FL_type,TL,TLcm,TL_type,TLbin,Weight,Weight_typ,Frequency,Source,Gear,LAT,LONG,Survey,FMP,NMFS_Sub_A,NMFS_AREA
2000,2,1610.666329,est,1780,measure,1843.5991,184.35991,est,180,67.00719985,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1610.666329,est,1780,measure,1843.5991,184.35991,est,180,67.00719985,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,2,1610.666329,est,1780,measure,1843.5991,184.35991,est,180,67.00719985,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1619.745827,est,1790,measure,1853.9261,185.39261,est,180,68.13766207,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1619.745827,est,1790,measure,1853.9261,185.39261,est,180,68.13766207,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1619.745827,est,1790,measure,1853.9261,185.39261,est,180,68.13766207,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1628.825326,est,1800,measure,1864.2531,186.42531,est,180,68,measure,1,RACE_TWL,Bottom Trawl,59.69978,-178.53059, ,BSAI,BS,521
2002,1,1628.825326,est,1800,measure,1864.2531,186.42531,est,180,69.28075725,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1628.825326,est,1800,measure,1864.2531,186.42531,est,180,69.28075725,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1633.878,est,0, ,1870,187,measure,180,46,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1637.904824,est,1810,measure,1874.5801,187.45801,est,180,70.43655538,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2002,2,1637.904824,est,1810,measure,1874.5801,187.45801,est,180,50,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1646.984322,est,1820,measure,1884.9071,188.49071,est,180,71.6051265,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1656.063821,est,1830,measure,1895.2341,189.52341,est,180,72.78654062,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1656.063821,est,1830,measure,1895.2341,189.52341,est,180,72.78654062,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1665.143319,est,1840,measure,1905.5611,190.55611,est,190,73.98086775,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,1665.143319,est,1840,measure,1905.5611,190.55611,est,190,73.98086775,est,2,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1665.143319,est,1840,measure,1905.5611,190.55611,est,190,73.98086775,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1665.143319,est,1840,measure,1905.5611,190.55611,est,190,73.98086775,est,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451, ,BSAI,BS,521
2002,1,1665.143319,est,1840,measure,1905.5611,190.55611,est,190,73.98086775,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2010,1,1669.046,est,0, ,1910,191,measure,190,65.324,measure,1,RACE_TWL,Bottom Trawl,58.6678,-171.73182, ,BSAI,BS,521
2000,2,1674.222818,est,1850,measure,1915.8881,191.58881,est,190,75.1881779,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1674.222818,est,1850,measure,1915.8881,191.58881,est,190,75.1881779,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,1683.302316,est,1860,measure,1926.2151,192.62151,est,190,76.40854109,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1683.302316,est,1860,measure,1926.2151,192.62151,est,190,76.40854109,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1692.381814,est,1870,measure,1936.5421,193.65421,est,190,77.64202732,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1692.381814,est,1870,measure,1936.5421,193.65421,est,190,77.64202732,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1695.422,est,0, ,1940,194,measure,190,60,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1701.461313,est,1880,measure,1946.8691,194.68691,est,190,46,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1710.540811,est,1890,measure,1957.1961,195.71961,est,190,80.14864894,est,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451, ,BSAI,BS,521
2000,2,1719.62031,est,1900,measure,1967.5231,196.75231,est,190,81.42192434,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1719.62031,est,1900,measure,1967.5231,196.75231,est,190,81.42192434,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1719.62031,est,1900,measure,1967.5231,196.75231,est,190,58,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1719.62031,est,1900,measure,1967.5231,196.75231,est,190,81.42192434,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1728.699808,est,1910,measure,1977.8501,197.78501,est,190,66,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1737.779306,est,1920,measure,1988.1771,198.81771,est,190,84.0087543,est,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451, ,BSAI,BS,521
2000,2,1737.779306,est,1920,measure,1988.1771,198.81771,est,190,84.0087543,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,2,1737.779306,est,1920,measure,1988.1771,198.81771,est,190,84.0087543,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1746.858805,est,1930,measure,1998.5041,199.85041,est,190,85.32244886,est,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451, ,BSAI,BS,521
2016,1,1748.174,est,0, ,2000,200,measure,200,82,measure,1,RACE_TWL,Bottom Trawl,58.66638,-176.19369, ,BSAI,BS,521
2000,2,1755.938303,est,1940,measure,2008.8311,200.88311,est,200,86.64975648,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1755.938303,est,1940,measure,2008.8311,200.88311,est,200,86.64975648,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1755.938303,est,1940,measure,2008.8311,200.88311,est,200,76,measure,1,RACE_TWL,Bottom Trawl,58.53705,-174.76489, ,BSAI,BS,521
2002,1,1755.938303,est,1940,measure,2008.8311,200.88311,est,200,86.64975648,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1765.017802,est,1950,measure,2019.1581,201.91581,est,200,87.99074714,est,2,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1765.017802,est,1950,measure,2019.1581,201.91581,est,200,87.99074714,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2002,1,1774.0973,est,1960,measure,2029.4851,202.94851,est,200,89.34549083,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1783.176798,est,1970,measure,2039.8121,203.98121,est,200,90.71405755,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1783.176798,est,1970,measure,2039.8121,203.98121,est,200,90.71405755,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,1,1792.256297,est,1980,measure,2050.1391,205.01391,est,200,92.09651729,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1810.415294,est,2000,measure,2070.7931,207.07931,est,200,94.90339575,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,1819.494792,est,2010,measure,2081.1201,208.11201,est,200,96.32795444,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1837.653789,est,2030,measure,2101.7741,210.17741,est,210,99.21966065,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1837.653789,est,2030,measure,2101.7741,210.17741,est,210,99.21966065,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1837.653789,est,2030,measure,2101.7741,210.17741,est,210,99.21966065,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1846.733287,est,2040,measure,2112.1011,211.21011,est,210,100.6869481,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1855.812786,est,2050,measure,2122.4281,212.24281,est,210,102.1686185,est,2,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2002,1,1855.812786,est,2050,measure,2122.4281,212.24281,est,210,72,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1864.892284,est,2060,measure,2132.7551,213.27551,est,210,103.6647417,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2002,1,1864.892284,est,2060,measure,2132.7551,213.27551,est,210,103.6647417,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1873.971782,est,2070,measure,2143.0821,214.30821,est,210,105.1753878,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1883.051281,est,2080,measure,2153.4091,215.34091,est,210,106.7006266,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1883.051281,est,2080,measure,2153.4091,215.34091,est,210,84,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1883.051281,est,2080,measure,2153.4091,215.34091,est,210,90,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1892.130779,est,2090,measure,2163.7361,216.37361,est,210,108.2405283,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,1901.210278,est,2100,measure,2174.0631,217.40631,est,210,109.7951626,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,1901.210278,est,2100,measure,2174.0631,217.40631,est,210,109.7951626,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1901.210278,est,2100,measure,2174.0631,217.40631,est,210,109.7951626,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,2,1919.369274,est,2120,measure,2194.7171,219.47171,est,210,98,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1928.448773,est,2130,measure,2205.0441,220.50441,est,220,114.5481619,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1946.60777,est,2150,measure,2225.6981,222.56981,est,220,80,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1955.687268,est,2160,measure,2236.0251,223.60251,est,220,119.4362744,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1955.687268,est,2160,measure,2236.0251,223.60251,est,220,119.4362744,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1964.766766,est,2170,measure,2246.3521,224.63521,est,220,121.0959969,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,2,1964.766766,est,2170,measure,2246.3521,224.63521,est,220,96,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2006,2,1982.925763,est,2190,measure,2267.0061,226.70061,est,220,114,measure,1,RACE_TWL,Bottom Trawl,59.33922,-173.1729, ,BSAI,BS,521
2000,1,1992.005262,est,2200,measure,2277.3331,227.73331,est,220,126.1671989,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,2046.482252,est,2260,measure,2339.2951,233.92951,est,230,136.7300528,est,2,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,1,2064.641249,est,2280,measure,2359.9491,235.99491,est,230,140.3776336,est,1,RACE_TWL,Bottom Trawl,57.74545,-173.88721, ,BSAI,BS,521
2000,1,2073.720747,est,2290,measure,2370.2761,237.02761,est,230,142.2254818,est,1,RACE_TWL,Bottom Trawl,58.54727,-174.60451, ,BSAI,BS,521
2002,2,2082.800246,est,2300,measure,2380.6031,238.06031,est,230,102,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2004,2,2091.879744,est,2310,measure,2390.9301,239.09301,est,230,148,measure,1,RACE_TWL,Bottom Trawl,57.86713,-173.9689, ,BSAI,BS,521
2002,1,2146.356734,est,2370,measure,2452.8921,245.28921,est,240,157.594885,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,2187.774,est,0, ,2500,250,measure,250,196,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,640.382,est,0, ,740,74,measure,70,3.4,measure,1,RACE_TWL,Bottom Trawl,56.49825,-172.31351, ,BSAI,BS,523
2002,2,693.6369903,est,770,measure,800.5721,80.05721,est,80,5.509606238,est,1,RACE_TWL,Bottom Trawl,56.46564,-172.7524, ,BSAI,BS,523
2002,2,720.8754855,est,800,measure,831.5531,83.15531,est,80,6.173157611,est,1,RACE_TWL,Bottom Trawl,56.65444,-173.2319, ,BSAI,BS,523
2000,1,793.5114727,est,880,measure,914.1691,91.41691,est,90,5,measure,1,RACE_TWL,Bottom Trawl,56.75338,-173.4548, ,BSAI,BS,523
2010,2,807.43,est,0, ,930,93,measure,90,9.82,measure,1,RACE_TWL,Bottom Trawl,58.65547,-177.7494, ,BSAI,BS,523
2010,3,851.39,est,0, ,980,98,measure,90,9.32,measure,1,RACE_TWL,Bottom Trawl,56.56715,-172.37368, ,BSAI,BS,523
2000,1,866.1474599,est,960,measure,996.7851,99.67851,est,90,6.3,measure,1,RACE_TWL,Bottom Trawl,56.75338,-173.4548, ,BSAI,BS,523
2016,2,877.766,est,0, ,1010,101,measure,100,8.92,measure,1,RACE_TWL,Bottom Trawl,56.49158,-172.24847, ,BSAI,BS,523
2000,1,893.3859551,est,990,measure,1027.7661,102.77661,est,100,8,measure,1,RACE_TWL,Bottom Trawl,56.50978,-172.0815, ,BSAI,BS,523
2010,2,921.726,est,0, ,1060,106,measure,100,12,measure,1,RACE_TWL,Bottom Trawl,56.55155,-172.77975, ,BSAI,BS,523
2000,1,947.8629455,est,1050,measure,1089.7281,108.97281,est,100,9.8,measure,1,RACE_TWL,Bottom Trawl,56.22961,-171.5591, ,BSAI,BS,523
2004,1,974.478,est,0, ,1120,112,measure,110,11.88,measure,1,RACE_TWL,Bottom Trawl,56.53814,-172.5009, ,BSAI,BS,523
2004,1,1000.854,est,0, ,1150,115,measure,110,15.07,measure,1,RACE_TWL,Bottom Trawl,56.24192,-171.4259, ,BSAI,BS,523
2002,2,1029.578431,est,1140,measure,1182.6711,118.26711,est,110,15.04,measure,1,RACE_TWL,Bottom Trawl,56.48619,-171.95039, ,BSAI,BS,523
2002,1,1038.65793,est,1150,measure,1192.9981,119.29981,est,110,18.19612975,est,1,RACE_TWL,Bottom Trawl,56.46564,-172.7524, ,BSAI,BS,523
2000,1,1047.737428,est,1160,measure,1203.3251,120.33251,est,120,14.8,measure,1,RACE_TWL,Bottom Trawl,58.75324,-178.0578, ,BSAI,BS,523
2008,2,1079.982,est,0, ,1240,124,measure,120,24.5,measure,1,RACE_TWL,Bottom Trawl,57.06789,-173.82159, ,BSAI,BS,523
2004,1,1106.358,est,0, ,1270,127,measure,120,18.48,measure,1,RACE_TWL,Bottom Trawl,56.50056,-172.3522, ,BSAI,BS,523
2002,2,1129.452914,est,1250,measure,1296.2681,129.62681,est,120,15.29,measure,1,RACE_TWL,Bottom Trawl,57.1388,-173.8587, ,BSAI,BS,523
2004,2,1132.734,est,0, ,1300,130,measure,130,21.2,measure,1,RACE_TWL,Bottom Trawl,56.94945,-173.7612, ,BSAI,BS,523
2002,1,1156.691409,est,1280,measure,1327.2491,132.72491,est,130,25.04305633,est,1,RACE_TWL,Bottom Trawl,56.65444,-173.2319, ,BSAI,BS,523
2008,2,1220.654,est,0, ,1400,140,measure,140,24.55,measure,1,RACE_TWL,Bottom Trawl,56.39091,-172.66119, ,BSAI,BS,523
2000,1,1356.440374,est,1500,measure,1554.4431,155.44431,est,150,25.9,measure,1,RACE_TWL,Bottom Trawl,56.51403,-172.37601, ,BSAI,BS,523
2000,1,1719.62031,est,1900,measure,1967.5231,196.75231,est,190,80,measure,1,RACE_TWL,Bottom Trawl,56.75155,-173.45461, ,BSAI,BS,523
2008,2,842.598,est,0, ,970,97,measure,90,7.33,measure,1,RACE_TWL,Bottom Trawl,60.17149,-178.8878, ,BSAI,BS,524
2012,2,842.598,est,0, ,970,97,measure,90,10.67,measure,1,RACE_TWL,Bottom Trawl,60.49213,-178.83618, ,BSAI,BS,524
2012,1,860.182,est,0, ,990,99,measure,90,7.88,measure,1,RACE_TWL,Bottom Trawl,60.33192,-178.70537, ,BSAI,BS,524
2012,1,912.934,est,0, ,1050,105,measure,100,10.19,measure,1,RACE_TWL,Bottom Trawl,60.33192,-178.70537, ,BSAI,BS,524
2012,2,912.934,est,0, ,1050,105,measure,100,10.49,measure,1,RACE_TWL,Bottom Trawl,60.49213,-178.83618, ,BSAI,BS,524
2012,3,974.478,est,0, ,1120,112,measure,110,13.81,measure,1,RACE_TWL,Bottom Trawl,60.16972,-178.88928, ,BSAI,BS,524
2008,2,1053.606,est,0, ,1210,121,measure,120,17.98,measure,1,RACE_TWL,Bottom Trawl,60.22886,-178.5022, ,BSAI,BS,524
2008,1,1387.702,est,0, ,1590,159,measure,150,30.8,measure,1,RACE_TWL,Bottom Trawl,60.06447,-179.0163, ,BSAI,BS,524
2005,2,1616.294,est,0, ,1850,185,measure,180,60,measure,1,RACE_TWL,Bottom Trawl,60.34334,-174.7471, ,BSAI,BS,524
2003,1,1660.254,est,0, ,1900,190,measure,190,53,measure,1,RACE_TWL,Bottom Trawl,61.3161,-175.6761, ,BSAI,BS,524
1983,1,1027.23,est,0, ,1180,118,measure,110,14.742,measure,1,RACE_TWL,Bottom Trawl,51.67767,-175.76133, ,BSAI,AI,541
2002,2,1274.724888,est,1410,measure,1461.5001,146.15001,est,140,25,measure,1,RACE_TWL,Bottom Trawl,52.64859,-170.22929, ,BSAI,AI,541
2004,1,1792.134,est,0, ,2050,205,measure,200,89.3,measure,1,RACE_TWL,Bottom Trawl,52.1021,-172.4092, ,BSAI,AI,541
2005,1,1009.646,est,0, ,1160,116,measure,110,15.16,measure,1,RACE_TWL,Bottom Trawl,53.56503,-166.5452, ,GOA,WGOA,610
2005,2,1018.438,est,0, ,1170,117,measure,110,17.16561209,est,1,RACE_TWL,Bottom Trawl,54.46659,-162.2554, ,GOA,WGOA,610
2003,2,1150.318,est,0, ,1320,132,measure,130,17.66,measure,1,RACE_TWL,Bottom Trawl,54.88707,-160.82381, ,GOA,WGOA,610
2003,2,1185.486,est,0, ,1360,136,measure,130,22.77,measure,1,RACE_TWL,Bottom Trawl,54.81788,-160.2663, ,GOA,WGOA,610
2005,2,1220.654,est,0, ,1400,140,measure,140,20.7,measure,1,RACE_TWL,Bottom Trawl,52.70354,-169.4521, ,GOA,WGOA,610
2003,1,1247.03,est,0, ,1430,143,measure,140,27.9,measure,1,RACE_TWL,Bottom Trawl,54.57419,-162.8187, ,GOA,WGOA,610
1999,2,1265.64539,est,1400,measure,1451.1731,145.11731,est,140,32.71864788,est,1,RACE_TWL,Bottom Trawl,54.63905,-160.3674, ,GOA,WGOA,610
2005,2,1273.406,est,0, ,1460,146,measure,140,29.02,measure,1,RACE_TWL,Bottom Trawl,54.65934,-162.91701, ,GOA,WGOA,610
2003,1,1282.198,est,0, ,1470,147,measure,140,29.1,measure,1,RACE_TWL,Bottom Trawl,54.57419,-162.8187, ,GOA,WGOA,610
2007,2,1282.198,est,0, ,1470,147,measure,140,27.02,measure,1,RACE_TWL,Bottom Trawl,55.28076,-159.8176, ,GOA,WGOA,610
2005,2,1299.782,est,0, ,1490,149,measure,140,35.41111543,est,1,RACE_TWL,Bottom Trawl,54.64204,-163.08949, ,GOA,WGOA,610
2005,2,1317.366,est,0, ,1510,151,measure,150,38.62,measure,1,RACE_TWL,Bottom Trawl,53.90336,-166.1996, ,GOA,WGOA,610
2003,2,1326.158,est,0, ,1520,152,measure,150,32,measure,1,RACE_TWL,Bottom Trawl,54.45378,-162.0795, ,GOA,WGOA,610
2001,2,1361.326,est,0, ,1560,156,measure,150,56,measure,1,RACE_TWL,Bottom Trawl,54.10255,-163.4738, ,GOA,WGOA,610
2005,2,1370.118,est,0, ,1570,157,measure,150,37,measure,1,RACE_TWL,Bottom Trawl,54.45967,-163.5056, ,GOA,WGOA,610
2005,2,1414.078,est,0, ,1620,162,measure,160,42,measure,1,RACE_TWL,Bottom Trawl,54.62319,-163.3298, ,GOA,WGOA,610
2005,2,1440.454,est,0, ,1650,165,measure,160,48.06322117,est,1,RACE_TWL,Bottom Trawl,54.64204,-163.08949, ,GOA,WGOA,610
2007,2,1440.454,est,0, ,1650,165,measure,160,40,measure,1,RACE_TWL,Bottom Trawl,54.18731,-164.4814, ,GOA,WGOA,610
2003,1,1458.038,est,0, ,1670,167,measure,160,36.3,measure,1,RACE_TWL,Bottom Trawl,55.48601,-160.91071, ,GOA,WGOA,610
2003,1,1493.206,est,0, ,1710,171,measure,170,48,measure,1,RACE_TWL,Bottom Trawl,53.24715,-167.05811, ,GOA,WGOA,610
2003,1,1554.75,est,0, ,1780,178,measure,170,49,measure,1,RACE_TWL,Bottom Trawl,54.28948,-163.4106, ,GOA,WGOA,610
2005,3,1616.294,est,0, ,1850,185,measure,180,100,measure,1,RACE_TWL,Bottom Trawl,54.50947,-162.1839, ,GOA,WGOA,610
2007,2,1616.294,est,0, ,1850,185,measure,180,44,measure,1,RACE_TWL,Bottom Trawl,54.11692,-161.61839, ,GOA,WGOA,610
2005,2,1651.462,est,0, ,1890,189,measure,180,56,measure,1,RACE_TWL,Bottom Trawl,54.78451,-163.2914, ,GOA,WGOA,610
1999,3,1656.063821,est,1830,measure,1895.2341,189.52341,est,180,72.78654062,est,1,RACE_TWL,Bottom Trawl,54.63905,-160.3674, ,GOA,WGOA,610
2005,1,1730.59,est,0, ,1980,198,measure,190,82.97815871,est,1,RACE_TWL,Bottom Trawl,54.46659,-162.2554, ,GOA,WGOA,610
2009,2,1748.174,est,0, ,2000,200,measure,200,85.51386896,est,1,RACE_TWL,Bottom Trawl,54.80078,-163.0732, ,GOA,WGOA,610
2009,1,1774.55,est,0, ,2030,203,measure,200,100,measure,1,RACE_TWL,Bottom Trawl,54.82773,-162.9801, ,GOA,WGOA,610
2001,1,1809.718,est,0, ,2070,207,measure,200,114,measure,1,RACE_TWL,Bottom Trawl,54.63546,-163.0741, ,GOA,WGOA,610
2013,2,1880.054,est,0, ,2150,215,measure,210,134,measure,1,RACE_TWL,Bottom Trawl,54.79359,-162.88341, ,GOA,WGOA,610
2009,1,1906.43,est,0, ,2180,218,measure,210,110.6956047,est,1,RACE_TWL,Bottom Trawl,54.80078,-163.0732, ,GOA,WGOA,610
2009,1,1915.222,est,0, ,2190,219,measure,210,134,measure,1,RACE_TWL,Bottom Trawl,54.82773,-162.9801, ,GOA,WGOA,610
2001,1,2064.686,est,0, ,2360,236,measure,230,168,measure,1,RACE_TWL,Bottom Trawl,54.63546,-163.0741, ,GOA,WGOA,610
2015,2,2099.854,est,0, ,2400,240,measure,240,153,measure,1,RACE_TWL,Bottom Trawl,54.52944,-162.70347, ,GOA,WGOA,610
2003,2,2135.022,est,0, ,2440,244,measure,240,102,measure,1,RACE_TWL,Bottom Trawl,55.50649,-160.5999, ,GOA,WGOA,610
2011,1,2135.022,est,0, ,2440,244,measure,240,180,measure,1,RACE_TWL,Bottom Trawl,55.84063,-159.7718, ,GOA,WGOA,610
2009,2,2196.566,est,0, ,2510,251,measure,250,210,measure,1,RACE_TWL,Bottom Trawl,54.82773,-162.9801, ,GOA,WGOA,610
1999,2,2282.54921,est,2520,measure,2607.7971,260.77971,est,260,156,measure,1,RACE_TWL,Bottom Trawl,55.55198,-159.7522, ,GOA,WGOA,610
2003,2,2310.862,est,0, ,2640,264,measure,260,601,measure,1,RACE_TWL,Bottom Trawl,54.78809,-163.23759, ,GOA,WGOA,610
2009,2,2495.494,est,0, ,2850,285,measure,280,236,measure,1,RACE_TWL,Bottom Trawl,54.82773,-162.9801, ,GOA,WGOA,610
2005,2,2618.582,est,0, ,2990,299,measure,290,376,measure,1,RACE_TWL,Bottom Trawl,54.70632,-162.8322, ,GOA,WGOA,610
2002,2,920.6244503,est,1020,measure,1058.7471,105.87471,est,100,12.72605178,est,1,RACE_TWL,Bottom Trawl,56.887,-155.7945, ,GOA,CGOA,620
2007,2,1229.446,est,0, ,1410,141,measure,140,31.34,measure,1,RACE_TWL,Bottom Trawl,56.25639,-158.1554, ,GOA,CGOA,620
2001,2,1238.406894,est,1370,measure,1420.1921,142.01921,est,140,20.3,measure,1,RACE_TWL,Bottom Trawl,57.89661,-154.8873, ,GOA,CGOA,620
2005,2,1247.03,est,0, ,1430,143,measure,140,23.9,measure,1,RACE_TWL,Bottom Trawl,56.50529,-155.6496, ,GOA,CGOA,620
1998,3,1299.782,est,0, ,1490,149,measure,140,34.2,measure,1,RACE_TWL,Bottom Trawl,57.98967,-154.36917, ,GOA,CGOA,620
2015,1,1317.366,est,0, ,1510,151,measure,150,66,measure,1,RACE_TWL,Bottom Trawl,57.52783,-155.25451, ,GOA,CGOA,620
2007,1,1378.91,est,0, ,1580,158,measure,150,30.36,measure,1,RACE_TWL,Bottom Trawl,55.21828,-157.3253, ,GOA,CGOA,620
1998,3,1466.83,est,0, ,1680,168,measure,160,38,measure,1,RACE_TWL,Bottom Trawl,57.69083,-154.76133, ,GOA,CGOA,620
1987,3,1474.473853,est,1630,measure,1688.6941,168.86941,est,160,52.98,measure,1,RACE_TWL,Bottom Trawl,57.2715,-155.98317, ,GOA,CGOA,620
2002,2,1483.553351,est,1640,measure,1699.0211,169.90211,est,160,28.2,measure,1,RACE_TWL,Bottom Trawl,57.85233,-154.039, ,GOA,CGOA,620
1998,3,1484.414,est,0, ,1700,170,measure,170,52.55856338,est,1,RACE_TWL,Bottom Trawl,56.93383,-155.93117, ,GOA,CGOA,620
2002,2,1492.63285,est,1650,measure,1709.3481,170.93481,est,170,53.42892637,est,1,RACE_TWL,Bottom Trawl,56.887,-155.7945, ,GOA,CGOA,620
