Year,Sex,PCL,PCL_type,FL,FL_type,TL,TLcm,TL_type,TLbin,Weight,Weight_typ,Frequency,Source,Gear,LAT,LONG,Survey,FMP,NMFS_Sub_A,NMFS_AREA
2016,1,1053.606,est,0, ,1210,121,measure,120,14.72,measure,1,RACE_TWL,Bottom Trawl,56.02213,-163.40373, ,BSAI,BS,509
2015,2,1572.334,est,0, ,1800,180,measure,180,72,measure,1,RACE_TWL,Bottom Trawl,55.32569,-164.04952, ,BSAI,BS,509
2017,0,0, ,0, ,0,0, ,0,40.84,measure,1,RACE_TWL,Bottom Trawl,56.65854,-168.29087,EBS_Shelf,BSAI,BS,513
2016,2,745.886,est,0, ,860,86,measure,80,4.84,measure,1,RACE_TWL,Bottom Trawl,57.16701,-168.60946, ,BSAI,BS,513
2005,3,1115.15,est,0, ,1280,128,measure,120,29.2,measure,1,RACE_TWL,Bottom Trawl,57.98996,-168.4516, ,BSAI,BS,513
2010,2,1308.574,est,0, ,1500,150,measure,150,37.48,measure,1,RACE_TWL,Bottom Trawl,56.66992,-167.05087, ,BSAI,BS,513
2004,2,1677.838,est,0, ,1920,192,measure,190,82,measure,1,RACE_TWL,Bottom Trawl,57.01023,-168.937, ,BSAI,BS,513
2008,1,684.342,est,0, ,790,79,measure,70,4.3,measure,1,RACE_TWL,Bottom Trawl,54.55023,-165.9016, ,BSAI,BS,517
2010,2,737.094,est,0, ,850,85,measure,80,6.96,measure,1,RACE_TWL,Bottom Trawl,56.13887,-168.98452, ,BSAI,BS,517
2008,1,763.47,est,0, ,880,88,measure,80,5.18,measure,1,RACE_TWL,Bottom Trawl,54.68908,-165.7402, ,BSAI,BS,517
2008,1,763.47,est,0, ,880,88,measure,80,8.3,measure,1,RACE_TWL,Bottom Trawl,55.27641,-168.02721, ,BSAI,BS,517
2010,2,763.47,est,0, ,880,88,measure,80,5.96,measure,1,RACE_TWL,Bottom Trawl,54.5766,-166.8869, ,BSAI,BS,517
2008,2,772.262,est,0, ,890,89,measure,80,6.995,measure,1,RACE_TWL,Bottom Trawl,55.37963,-168.2587, ,BSAI,BS,517
2010,2,781.054,est,0, ,900,90,measure,90,4.08,measure,1,RACE_TWL,Bottom Trawl,54.5766,-166.8869, ,BSAI,BS,517
2008,1,798.638,est,0, ,920,92,measure,90,5.2,measure,1,RACE_TWL,Bottom Trawl,54.57467,-166.88699, ,BSAI,BS,517
2010,2,798.638,est,0, ,920,92,measure,90,6.16,measure,1,RACE_TWL,Bottom Trawl,54.64753,-167.3313, ,BSAI,BS,517
2012,1,807.43,est,0, ,930,93,measure,90,8.68,measure,1,RACE_TWL,Bottom Trawl,54.92017,-167.65988, ,BSAI,BS,517
2004,2,816.222,est,0, ,940,94,measure,90,7.24,measure,1,RACE_TWL,Bottom Trawl,54.50338,-166.15021, ,BSAI,BS,517
2010,2,833.806,est,0, ,960,96,measure,90,7.07,measure,1,RACE_TWL,Bottom Trawl,54.5766,-166.8869, ,BSAI,BS,517
2010,2,842.598,est,0, ,970,97,measure,90,6.31,measure,1,RACE_TWL,Bottom Trawl,56.10235,-169.25132, ,BSAI,BS,517
2012,1,851.39,est,0, ,980,98,measure,90,8.58,measure,1,RACE_TWL,Bottom Trawl,55.818,-168.87742, ,BSAI,BS,517
2010,2,860.182,est,0, ,990,99,measure,90,6.64,measure,1,RACE_TWL,Bottom Trawl,55.40677,-168.23835, ,BSAI,BS,517
2010,1,877.766,est,0, ,1010,101,measure,100,10.82,measure,1,RACE_TWL,Bottom Trawl,55.45443,-168.42433, ,BSAI,BS,517
2000,3,893.3859551,est,990,measure,1027.7661,102.77661,est,100,6.7,measure,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2004,1,895.35,est,0, ,1030,103,measure,100,11.87,measure,1,RACE_TWL,Bottom Trawl,54.84244,-167.5927, ,BSAI,BS,517
2008,1,895.35,est,0, ,1030,103,measure,100,8.86,measure,1,RACE_TWL,Bottom Trawl,55.06846,-167.84959, ,BSAI,BS,517
2008,2,895.35,est,0, ,1030,103,measure,100,13.62,measure,1,RACE_TWL,Bottom Trawl,56.16864,-168.4463, ,BSAI,BS,517
2012,1,895.35,est,0, ,1030,103,measure,100,9.55,measure,1,RACE_TWL,Bottom Trawl,55.98247,-169.77568, ,BSAI,BS,517
2004,2,904.142,est,0, ,1040,104,measure,100,14.88,measure,1,RACE_TWL,Bottom Trawl,55.92489,-168.8571, ,BSAI,BS,517
2008,1,904.142,est,0, ,1040,104,measure,100,11.085,measure,1,RACE_TWL,Bottom Trawl,56.15835,-169.0136, ,BSAI,BS,517
2008,1,930.518,est,0, ,1070,107,measure,100,11.48,measure,1,RACE_TWL,Bottom Trawl,54.67834,-165.91389, ,BSAI,BS,517
2008,1,965.686,est,0, ,1110,111,measure,110,10.8,measure,1,RACE_TWL,Bottom Trawl,55.37963,-168.2587, ,BSAI,BS,517
2010,2,965.686,est,0, ,1110,111,measure,110,11.7,measure,1,RACE_TWL,Bottom Trawl,54.5684,-166.25475, ,BSAI,BS,517
2000,1,966.0219423,est,1070,measure,1110.3821,111.03821,est,110,9.8,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2000,2,966.0219423,est,1070,measure,1110.3821,111.03821,est,110,14.67681251,est,1,RACE_TWL,Bottom Trawl,54.91819,-167.65089, ,BSAI,BS,517
2010,2,974.478,est,0, ,1120,112,measure,110,11.93,measure,1,RACE_TWL,Bottom Trawl,56.15452,-169.00653, ,BSAI,BS,517
2015,3,974.478,est,0, ,1120,112,measure,110,15.9,measure,1,RACE_TWL,Bottom Trawl,55.33043,-165.78652, ,BSAI,BS,517
2004,2,1000.854,est,0, ,1150,115,measure,110,17.16,measure,1,RACE_TWL,Bottom Trawl,55.92489,-168.8571, ,BSAI,BS,517
2008,1,1000.854,est,0, ,1150,115,measure,110,12.7,measure,1,RACE_TWL,Bottom Trawl,54.57203,-166.43671, ,BSAI,BS,517
2010,2,1000.854,est,0, ,1150,115,measure,110,17.03,measure,1,RACE_TWL,Bottom Trawl,54.5766,-166.8869, ,BSAI,BS,517
2000,3,1011.419434,est,1120,measure,1162.0171,116.20171,est,110,16.81721269,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2008,2,1018.438,est,0, ,1170,117,measure,110,16.41,measure,1,RACE_TWL,Bottom Trawl,54.7166,-165.69479, ,BSAI,BS,517
2008,1,1036.022,est,0, ,1190,119,measure,110,14.8,measure,1,RACE_TWL,Bottom Trawl,54.88195,-167.5273, ,BSAI,BS,517
2008,1,1036.022,est,0, ,1190,119,measure,110,16.24,measure,1,RACE_TWL,Bottom Trawl,55.5444,-168.4982, ,BSAI,BS,517
2012,1,1036.022,est,0, ,1190,119,measure,110,14,measure,1,RACE_TWL,Bottom Trawl,54.57072,-165.82972, ,BSAI,BS,517
2000,1,1038.65793,est,1150,measure,1192.9981,119.29981,est,110,18.19612975,est,1,RACE_TWL,Bottom Trawl,54.91819,-167.65089, ,BSAI,BS,517
2004,2,1044.814,est,0, ,1200,120,measure,120,15.72,measure,1,RACE_TWL,Bottom Trawl,55.27393,-168.0287, ,BSAI,BS,517
2010,2,1062.398,est,0, ,1220,122,measure,120,18.43,measure,1,RACE_TWL,Bottom Trawl,54.63073,-165.63695, ,BSAI,BS,517
2000,2,1065.896425,est,1180,measure,1223.9791,122.39791,est,120,14.7,measure,1,RACE_TWL,Bottom Trawl,55.44953,-168.4234, ,BSAI,BS,517
2000,2,1084.055422,est,1200,measure,1244.6331,124.46331,est,120,18.9,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2016,2,1115.15,est,0, ,1280,128,measure,120,20.1,measure,1,RACE_TWL,Bottom Trawl,56.19529,-169.1989, ,BSAI,BS,517
2004,2,1123.942,est,0, ,1290,129,measure,120,19.14,measure,1,RACE_TWL,Bottom Trawl,54.7915,-167.6545, ,BSAI,BS,517
2004,1,1150.318,est,0, ,1320,132,measure,130,18.93,measure,1,RACE_TWL,Bottom Trawl,56.07705,-168.74429, ,BSAI,BS,517
2000,1,1156.691409,est,1280,measure,1327.2491,132.72491,est,130,13,measure,1,RACE_TWL,Bottom Trawl,56.14207,-169.0034, ,BSAI,BS,517
2000,2,1159.11,est,0, ,1330,133,measure,130,22.9,measure,1,RACE_TWL,Bottom Trawl,54.79,-165.15917, ,BSAI,BS,517
2012,2,1167.902,est,0, ,1340,134,measure,130,20.16,measure,1,RACE_TWL,Bottom Trawl,54.64037,-166.71067, ,BSAI,BS,517
2000,3,1174.850406,est,1300,measure,1347.9031,134.79031,est,130,26.22845799,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2000,2,1193.009402,est,1320,measure,1368.5571,136.85571,est,130,27.45065709,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2008,2,1194.278,est,0, ,1370,137,measure,130,23.76,measure,1,RACE_TWL,Bottom Trawl,54.5979,-166.0562, ,BSAI,BS,517
2004,2,1229.446,est,0, ,1410,141,measure,140,21.93,measure,1,RACE_TWL,Bottom Trawl,55.10462,-167.91499, ,BSAI,BS,517
2018,2,0, ,0, ,1420,142,measure,140,27.4,measure,1,RACE_TWL,Bottom Trawl,54.83021,-165.48739,EBS_Shelf,BSAI,BS,517
2012,2,1247.03,est,0, ,1430,143,measure,140,20.74,measure,1,RACE_TWL,Bottom Trawl,56.06427,-168.36945, ,BSAI,BS,517
2000,2,1256.565891,est,1390,measure,1440.8461,144.08461,est,140,21.9,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2000,2,1265.64539,est,1400,measure,1451.1731,145.11731,est,140,27.1,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2000,3,1274.724888,est,1410,measure,1461.5001,146.15001,est,140,33.42096302,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2000,2,1338.281377,est,1480,measure,1533.7891,153.37891,est,150,33.9,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2000,1,1365.519872,est,1510,measure,1564.7701,156.47701,est,150,27.2,measure,1,RACE_TWL,Bottom Trawl,56.14666,-169.4346, ,BSAI,BS,517
2000,1,1383.678869,est,1530,measure,1585.4241,158.54241,est,150,34,measure,1,RACE_TWL,Bottom Trawl,56.06413,-168.7999, ,BSAI,BS,517
2000,1,1401.837866,est,1550,measure,1606.0781,160.60781,est,160,35.7,measure,1,RACE_TWL,Bottom Trawl,56.12397,-169.239, ,BSAI,BS,517
2004,2,1414.078,est,0, ,1620,162,measure,160,40.5,measure,1,RACE_TWL,Bottom Trawl,54.80106,-166.4836, ,BSAI,BS,517
2002,2,1510.791846,est,1670,measure,1730.0021,173.00021,est,170,36.76,measure,1,RACE_TWL,Bottom Trawl,55.98348,-169.5226, ,BSAI,BS,517
2008,1,1519.582,est,0, ,1740,174,measure,170,46,measure,1,RACE_TWL,Bottom Trawl,56.16864,-168.4463, ,BSAI,BS,517
2000,3,1519.871345,est,1680,measure,1740.3291,174.03291,est,170,56.38198384,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2000,3,1610.666329,est,1780,measure,1843.5991,184.35991,est,180,67.00719985,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2000,1,1710.540811,est,1890,measure,1957.1961,195.71961,est,190,80.14864894,est,1,RACE_TWL,Bottom Trawl,56.06556,-168.795, ,BSAI,BS,517
2012,2,570.046,est,0, ,660,66,measure,60,2.396,measure,1,RACE_TWL,Bottom Trawl,53.56618,-167.61225, ,BSAI,BS,518
2008,1,640.382,est,0, ,740,74,measure,70,3.622,measure,1,RACE_TWL,Bottom Trawl,54.5277,-167.31149, ,BSAI,BS,518
2008,1,719.51,est,0, ,830,83,measure,80,4.62,measure,1,RACE_TWL,Bottom Trawl,54.58372,-167.5703, ,BSAI,BS,518
2008,1,728.302,est,0, ,840,84,measure,80,5.07,measure,1,RACE_TWL,Bottom Trawl,54.6385,-167.7153, ,BSAI,BS,518
2012,1,781.054,est,0, ,900,90,measure,90,6.31,measure,1,RACE_TWL,Bottom Trawl,53.81383,-167.29312, ,BSAI,BS,518
2000,3,838.9089647,est,930,measure,965.8041,96.58041,est,90,7.6,measure,1,RACE_TWL,Bottom Trawl,54.28297,-167.66859, ,BSAI,BS,518
2004,2,851.39,est,0, ,980,98,measure,90,8.74,measure,1,RACE_TWL,Bottom Trawl,54.51237,-167.4315, ,BSAI,BS,518
2004,2,877.766,est,0, ,1010,101,measure,100,11.05051865,est,1,RACE_TWL,Bottom Trawl,53.69761,-166.7655, ,BSAI,BS,518
2004,2,912.934,est,0, ,1050,105,measure,100,12.41374317,est,1,RACE_TWL,Bottom Trawl,53.69761,-166.7655, ,BSAI,BS,518
2002,1,920.6244503,est,1020,measure,1058.7471,105.87471,est,100,6.93,measure,1,RACE_TWL,Bottom Trawl,54.33387,-167.3781, ,BSAI,BS,518
2006,3,947.8629455,est,1050,measure,1089.7281,108.97281,est,100,13.06,measure,1,RACE_TWL,Bottom Trawl,53.72194,-166.8773, ,BSAI,BS,518
2004,2,974.478,est,0, ,1120,112,measure,110,15.06086363,est,1,RACE_TWL,Bottom Trawl,53.69761,-166.7655, ,BSAI,BS,518
2004,2,1018.438,est,0, ,1170,117,measure,110,15.37,measure,1,RACE_TWL,Bottom Trawl,54.50846,-167.85519, ,BSAI,BS,518
2000,2,1264.614,est,0, ,1450,145,measure,140,27.7,measure,1,RACE_TWL,Bottom Trawl,53.1146,-169.8718, ,BSAI,BS,518
2002,1,1429.076361,est,1580,measure,1637.0591,163.70591,est,160,39.2,measure,1,RACE_TWL,Bottom Trawl,53.68171,-167.5144, ,BSAI,BS,518
2000,2,1572.334,est,0, ,1800,180,measure,180,68,measure,1,RACE_TWL,Bottom Trawl,53.74445,-167.0025, ,BSAI,BS,518
2000,2,1594.314,est,0, ,1825,182.5,measure,180,68,measure,1,RACE_TWL,Bottom Trawl,53.74445,-167.0025, ,BSAI,BS,518
2000,2,1607.502,est,0, ,1840,184,measure,180,68,measure,1,RACE_TWL,Bottom Trawl,53.74445,-167.0025, ,BSAI,BS,518
2004,1,640.382,est,0, ,740,74,measure,70,3.96,measure,1,RACE_TWL,Bottom Trawl,54.31465,-166.55521, ,BSAI,BS,519
2008,2,684.342,est,0, ,790,79,measure,70,3.6,measure,1,RACE_TWL,Bottom Trawl,54.45646,-166.2411, ,BSAI,BS,519
2008,1,701.926,est,0, ,810,81,measure,80,3.775,measure,1,RACE_TWL,Bottom Trawl,54.30497,-166.72279, ,BSAI,BS,519
2010,1,710.718,est,0, ,820,82,measure,80,6.38,measure,1,RACE_TWL,Bottom Trawl,54.45517,-166.22155, ,BSAI,BS,519
2010,2,737.094,est,0, ,850,85,measure,80,5.36,measure,1,RACE_TWL,Bottom Trawl,54.49018,-166.34977, ,BSAI,BS,519
2002,1,739.0344823,est,820,measure,852.2071,85.22071,est,80,6.6438526,est,1,RACE_TWL,Bottom Trawl,54.28325,-166.57719, ,BSAI,BS,519
2008,1,781.054,est,0, ,900,90,measure,90,7.62,measure,1,RACE_TWL,Bottom Trawl,54.46986,-165.84599, ,BSAI,BS,519
2010,2,798.638,est,0, ,920,92,measure,90,7.6,measure,1,RACE_TWL,Bottom Trawl,54.42837,-166.05367, ,BSAI,BS,519
2018,1,0, ,0, ,920,92,measure,90,5.96,measure,1,RACE_TWL,Bottom Trawl,54.18558,-166.30616,AI,BSAI,BS,519
2002,1,833.806,est,0, ,960,96,measure,90,9.38,measure,1,RACE_TWL,Bottom Trawl,54.33643,-165.8709, ,BSAI,BS,519
2004,2,851.39,est,0, ,980,98,measure,90,8.2,measure,1,RACE_TWL,Bottom Trawl,54.46661,-165.8476, ,BSAI,BS,519
2000,1,912.934,est,0, ,1050,105,measure,100,9.8,measure,1,RACE_TWL,Bottom Trawl,54.42094,-166.5864, ,BSAI,BS,519
2002,1,920.6244503,est,1020,measure,1058.7471,105.87471,est,100,9.4,measure,1,RACE_TWL,Bottom Trawl,54.37751,-166.54539, ,BSAI,BS,519
2008,2,939.31,est,0, ,1080,108,measure,100,14.18,measure,1,RACE_TWL,Bottom Trawl,54.31631,-166.9386, ,BSAI,BS,519
2002,1,993.2604375,est,1100,measure,1141.3631,114.13631,est,110,15.93773431,est,1,RACE_TWL,Bottom Trawl,54.28325,-166.57719, ,BSAI,BS,519
2018,1,0, ,0, ,1160,116,measure,110,10.9,measure,1,RACE_TWL,Bottom Trawl,54.18558,-166.30616,AI,BSAI,BS,519
2018,2,0, ,0, ,1210,121,measure,120,13.28,measure,1,RACE_TWL,Bottom Trawl,54.39665,-165.75282,AI,BSAI,BS,519
2010,2,1097.566,est,0, ,1260,126,measure,120,15.39,measure,1,RACE_TWL,Bottom Trawl,54.1874,-166.29543, ,BSAI,BS,519
2000,3,1102.214418,est,1220,measure,1265.2871,126.52871,est,120,15.4,measure,1,RACE_TWL,Bottom Trawl,54.41837,-166.5489, ,BSAI,BS,519
2002,2,1129.452914,est,1250,measure,1296.2681,129.62681,est,120,23.33272167,est,1,RACE_TWL,Bottom Trawl,54.28325,-166.57719, ,BSAI,BS,519
2002,3,1165.770907,est,1290,measure,1337.5761,133.75761,est,130,25.8,measure,1,RACE_TWL,Bottom Trawl,54.21647,-165.756, ,BSAI,BS,519
2002,3,1194.278,est,0, ,1370,137,measure,130,28.8,measure,1,RACE_TWL,Bottom Trawl,54.31847,-166.35761, ,BSAI,BS,519
2010,2,1211.862,est,0, ,1390,139,measure,130,23.3,measure,1,RACE_TWL,Bottom Trawl,54.332,-166.17392, ,BSAI,BS,519
2004,2,1220.247898,est,1350,measure,1399.5381,139.95381,est,130,25.75,measure,1,RACE_TWL,Bottom Trawl,54.31315,-166.5773, ,BSAI,BS,519
2000,1,1334.95,est,0, ,1530,153,measure,150,33.3,measure,1,RACE_TWL,Bottom Trawl,54.42094,-166.5864, ,BSAI,BS,519
2000,1,1449.246,est,0, ,1660,166,measure,160,30.9,measure,1,RACE_TWL,Bottom Trawl,54.42094,-166.5864, ,BSAI,BS,519
2010,1,622.798,est,0, ,720,72,measure,70,5.12,measure,1,RACE_TWL,Bottom Trawl,59.8263,-178.77098, ,BSAI,BS,521
2012,1,631.59,est,0, ,730,73,measure,70,3.19,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2012,2,666.758,est,0, ,770,77,measure,70,4.68,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2004,2,693.134,est,0, ,800,80,measure,80,5.49782245,est,1,ABL Surveys (D. Courtney),Longline,59.94,-178.93, ,BSAI,BS,521
2004,2,693.134,est,0, ,800,80,measure,80,4.74,measure,1,RACE_TWL,Bottom Trawl,59.92415,-178.9059, ,BSAI,BS,521
2004,1,701.926,est,0, ,810,81,measure,80,5.706226959,est,1,ABL Surveys (D. Courtney),Longline,59.64,-178.46, ,BSAI,BS,521
2004,1,701.926,est,0, ,810,81,measure,80,4.384,measure,1,RACE_TWL,Bottom Trawl,59.65533,-178.48511, ,BSAI,BS,521
2012,2,763.47,est,0, ,880,88,measure,80,5.5,measure,1,RACE_TWL,Bottom Trawl,58.41375,-174.51205, ,BSAI,BS,521
2016,1,789.846,est,0, ,910,91,measure,90,5.67,measure,1,RACE_TWL,Bottom Trawl,57.73648,-173.899, ,BSAI,BS,521
2000,1,807.43,est,0, ,930,93,measure,90,62,measure,1,RACE_TWL,Bottom Trawl,59.80567,-175.9095, ,BSAI,BS,521
2000,1,811.6704695,est,900,measure,934.8231,93.48231,est,90,8.765435464,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2004,2,825.014,est,0, ,950,95,measure,90,7.31,measure,1,RACE_TWL,Bottom Trawl,58.51756,-174.7888, ,BSAI,BS,521
2012,1,825.014,est,0, ,950,95,measure,90,6.63,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2012,2,842.598,est,0, ,970,97,measure,90,6.8,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2000,2,875.2269583,est,970,measure,1007.1121,100.71121,est,100,10.95615459,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2004,2,877.766,est,0, ,1010,101,measure,100,8.1,measure,1,RACE_TWL,Bottom Trawl,59.37294,-177.605, ,BSAI,BS,521
2004,2,877.766,est,0, ,1010,101,measure,100,10.4,measure,1,RACE_TWL,Bottom Trawl,59.86783,-178.81689, ,BSAI,BS,521
2002,1,893.3859551,est,990,measure,1027.7661,102.77661,est,100,9.15,measure,1,RACE_TWL,Bottom Trawl,58.5244,-176.0957, ,BSAI,BS,521
2010,2,895.35,est,0, ,1030,103,measure,100,8.82,measure,1,RACE_TWL,Bottom Trawl,59.26198,-177.88572, ,BSAI,BS,521
2000,2,911.5449519,est,1010,measure,1048.4201,104.84201,est,100,12.35788412,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,929.7039487,est,1030,measure,1069.0741,106.90741,est,100,13.10145398,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,2,938.7834471,est,1040,measure,1079.4011,107.94011,est,100,13.48416095,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2012,2,939.31,est,0, ,1080,108,measure,100,10.3,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2004,1,948.102,est,0, ,1090,109,measure,100,13.88461365,est,1,ABL Surveys (D. Courtney),Longline,59.64,-178.46, ,BSAI,BS,521
2004,1,948.102,est,0, ,1090,109,measure,100,12.69,measure,1,RACE_TWL,Bottom Trawl,59.65533,-178.48511, ,BSAI,BS,521
2016,1,956.894,est,0, ,1100,110,measure,110,11.56,measure,1,RACE_TWL,Bottom Trawl,57.7383,-173.79885, ,BSAI,BS,521
2004,1,965.686,est,0, ,1110,111,measure,110,10.91,measure,1,RACE_TWL,Bottom Trawl,58.51756,-174.7888, ,BSAI,BS,521
2012,1,983.27,est,0, ,1130,113,measure,110,13.2,measure,1,RACE_TWL,Bottom Trawl,58.58518,-176.49282, ,BSAI,BS,521
2002,2,984.1809391,est,1090,measure,1131.0361,113.10361,est,110,12.5,measure,1,RACE_TWL,Bottom Trawl,59.38694,-177.6011, ,BSAI,BS,521
2000,1,993.2604375,est,1100,measure,1141.3631,114.13631,est,110,15.93773431,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2000,2,993.2604375,est,1100,measure,1141.3631,114.13631,est,110,15.93773431,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,993.2604375,est,1100,measure,1141.3631,114.13631,est,110,8,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,993.2604375,est,1100,measure,1141.3631,114.13631,est,110,15.93773431,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1002.339936,est,1110,measure,1151.6901,115.16901,est,110,13.6,measure,1,RACE_TWL,Bottom Trawl,58.52142,-176.0954, ,BSAI,BS,521
2012,1,1009.646,est,0, ,1160,116,measure,110,12,measure,1,RACE_TWL,Bottom Trawl,57.74573,-173.81017, ,BSAI,BS,521
2004,2,1018.438,est,0, ,1170,117,measure,110,14.29,measure,1,RACE_TWL,Bottom Trawl,58.51756,-174.7888, ,BSAI,BS,521
2000,2,1020.498933,est,1130,measure,1172.3441,117.23441,est,110,17.26882159,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2002,2,1020.498933,est,1130,measure,1172.3441,117.23441,est,110,12.3,measure,1,RACE_TWL,Bottom Trawl,58.51479,-175.0976, ,BSAI,BS,521
2002,2,1029.578431,est,1140,measure,1182.6711,118.26711,est,110,17.72843722,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1038.65793,est,1150,measure,1192.9981,119.29981,est,110,18.19612975,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2012,1,1062.398,est,0, ,1220,122,measure,120,17.84,measure,1,RACE_TWL,Bottom Trawl,58.62573,-177.28067, ,BSAI,BS,521
2002,1,1065.896425,est,1180,measure,1223.9791,122.39791,est,120,10,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1074.975923,est,1190,measure,1234.3061,123.43061,est,120,20.14907233,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1084.055422,est,1200,measure,1244.6331,124.46331,est,120,20.65820193,est,1,RACE_TWL,Bottom Trawl,58.524,-174.65511, ,BSAI,BS,521
2002,1,1093.13492,est,1210,measure,1254.9601,125.49601,est,120,21.17582944,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,2,1093.13492,est,1210,measure,1254.9601,125.49601,est,120,21.17582944,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1102.214418,est,1220,measure,1265.2871,126.52871,est,120,14,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,1,1111.293917,est,1230,measure,1275.6141,127.56141,est,120,16.6,measure,1,RACE_TWL,Bottom Trawl,59.70383,-178.5381, ,BSAI,BS,521
2002,2,1111.293917,est,1230,measure,1275.6141,127.56141,est,120,14,measure,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2012,2,1115.15,est,0, ,1280,128,measure,120,20.05,measure,1,RACE_TWL,Bottom Trawl,59.51185,-178.22417, ,BSAI,BS,521
2000,1,1120.373415,est,1240,measure,1285.9411,128.59411,est,120,16.1,measure,1,RACE_TWL,Bottom Trawl,58.52142,-176.0954, ,BSAI,BS,521
2000,1,1120.373415,est,1240,measure,1285.9411,128.59411,est,120,18.8,measure,1,RACE_TWL,Bottom Trawl,58.35743,-175.4196, ,BSAI,BS,521
2000,1,1129.452914,est,1250,measure,1296.2681,129.62681,est,120,16,measure,1,RACE_TWL,Bottom Trawl,58.56111,-176.9563, ,BSAI,BS,521
2002,1,1138.532412,est,1260,measure,1306.5951,130.65951,est,130,23.89389103,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2016,1,1141.526,est,0, ,1310,131,measure,130,15.7,measure,1,RACE_TWL,Bottom Trawl,57.76394,-173.97381, ,BSAI,BS,521
2000,1,1147.61191,est,1270,measure,1316.9221,131.69221,est,130,24.4639792,est,1,RACE_TWL,Bottom Trawl,58.52817,-174.66209, ,BSAI,BS,521
2000,2,1147.61191,est,1270,measure,1316.9221,131.69221,est,130,24.1,measure,1,RACE_TWL,Bottom Trawl,58.52142,-176.0954, ,BSAI,BS,521
2002,1,1147.61191,est,1270,measure,1316.9221,131.69221,est,130,24.4639792,est,1,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2002,1,1156.691409,est,1280,measure,1327.2491,132.72491,est,130,25.04305633,est,2,RACE_TWL,Bottom Trawl,58.58812,-175.0302, ,BSAI,BS,521
2000,2,1159.11,est,0, ,1330,133,measure,130,22.5,measure,1,RACE_TWL,Bottom Trawl,57.74611,-173.9001, ,BSAI,BS,521
2000,2,1165.770907,est,1290,measure,1337.5761,133.75761,est,130,19.2,measure,1,RACE_TWL,Bottom Trawl,59.33491,-178.33881, ,BSAI,BS,521
